Number,Station name,Latitude,Longitud
31039,MAREEBA POST OFFICE,-17.017,145.417
31040,MERINGA SUGAR EXP STN,-17.069,145.774
31042,MILLAA MILLAA POST OFFICE,-17.510,145.610
31043,MOUNT MOLLOY POST OFFICE,-16.675,145.329
31044,MOSSMAN CENTRAL MILL,-16.459,145.380
31045,MOSSMAN POST OFFICE,-16.462,145.375
31046,MT GARNET POST OFFICE,-17.677,145.115
31052,PORT DOUGLAS - WARNER ST,-16.483,145.464
31053,RAVENSHOE KURADILLA STREET,-17.607,145.481
31054,SHOTTERY,-17.617,145.550
31055,MOSSMAN SOUTH ALCHERA DRIVE,-16.473,145.375
31057,TOLGA POST OFFICE,-17.224,145.479
31061,WALKAMIN POST OFFICE,-17.133,145.433
31069,INNOT HOT SPRINGS TOWNSHIP,-17.670,145.241
31075,TINAROO FALLS DAM,-17.169,145.548
31076,PARADA RESEARCH STATION,-17.147,145.240
31089,GORDONVALE POST OFFICE,-17.093,145.787
31094,GRASSY HILL RADIO OTC,-15.467,145.250
31104,MT SOPHIA,-17.164,145.878
31108,WALKAMIN RESEARCH STATION,-17.135,145.428
31110,LAKELAND DOWNS STATION,-15.833,144.850
31112,SHIPTONS FLAT,-15.795,145.245
31116,GLEN GORDON STATION,-17.772,145.336
31124,MAREEBA SOUTH EDGE RES,-16.979,145.352
31140,BELLENDEN KER BOTTOM STN,-17.270,145.900
31141,BELLENDEN KER TOP STN,-17.264,145.854
31151,UPPER FRESHWATER,-16.967,145.683
31152,BARRON GORGE POWER STN,-16.850,145.650
31156,GLEN RUTH STATION,-18.067,145.417
31161,ATHERTON CSIRO,-17.262,145.473
31201,REDLYNCH STATE SCHOOL,-16.908,145.696
32002,BEMERSIDE,-18.574,146.223
32005,CAPE CLEVELAND LIGHTHOUSE,-19.183,147.017
32007,CASHMERE,-18.150,145.350
32016,FLYING FISH POINT,-17.495,146.074
32021,GOONDI MILL CSR,-17.517,146.017
32023,HALIFAX MACROSSAN ST,-18.582,146.284
32024,INGHAM POST OFFICE,-18.650,146.167
32025,INNISFAIL,-17.525,146.035
32027,KANGAROO HILLS STATION,-18.933,145.670
32028,KIRRAMA STATION,-18.140,145.610
32031,LUCINDA TOWNSHIP,-18.526,146.333
32032,MACKNADE SUGAR MILL,-18.587,146.255
32034,MOURILYAN POST OFFICE,-17.585,146.042
32036,OAK HILLS STATION,-18.533,145.600
32037,SOUTH JOHNSTONE EXP STN,-17.605,145.997
32038,SOUTH JOHNSTONE POST OFFICE,-17.600,146.000
32040,TOWNSVILLE AERO,-19.248,146.766
32041,TOWNSVILLE RAILWAY STN,-19.268,146.815
32042,TULLY SUGAR MILL,-17.936,145.925
32043,UPPER STONE EXELBY,-18.722,145.924
32044,VALLEY OF LAGOONS,-18.661,145.103
32045,VICTORIA SUGAR MILL,-18.651,146.205
32047,TOWNSVILLE PILOT STATION,-19.267,146.817
32048,WAIRUNA STATION,-18.450,145.317
32055,SILKWOOD POST OFFICE,-17.737,146.003
32072,SOUTH JOHNSTONE SUGAR MILL,-17.600,146.000
32078,INGHAM COMPOSITE,-18.649,146.177
32082,CRAIGS POCKET STATION,-18.563,144.989
32085,CAMEL CREEK STATION,-18.837,145.471
32089,LAROONA STATION,-19.348,145.981
32091,ELPHINSTONE POCKET NO1,-18.499,146.004
32098,ROLLINGSTONE,-19.044,146.409
32099,HORSESHOE BEND,-18.994,146.019
32101,MUTARNEE STORE,-18.956,146.289
32104,CHRISTMAS CREEK STATION,-19.095,145.354
32105,GOSHEN STATION,-18.146,145.439
32106,EAST PALMERSTON NERADA,-17.547,145.883
33001,BURDEKIN SHIRE COUNCIL,-19.578,147.406
33002,AYR DPI RESEARCH STN,-19.617,147.376
33003,BALMORAL STATION,-22.983,150.262
33005,BLOOMSBURY POST OFFICE,-20.700,148.600
33007,BOWEN POST OFFICE,-20.017,148.250
33008,BYFIELD CHILDS ROAD,-22.846,150.648
33010,CALEN POST OFFICE,-20.899,148.774
33012,COLLAROY STATION,-22.033,149.185
33013,COLLINSVILLE POST OFFICE,-20.553,147.846
33015,CONWAY STATION,-20.400,148.700
33016,DALRYMPLE HEIGHTS,-21.132,148.492
33017,DAYDREAM ISLAND RESORT,-20.258,148.814
33018,DOTSWOOD STATION,-19.627,146.287
33019,EMU PARK HILL ST,-23.266,150.823
33020,HOME HILL FIFTEEN A ST,-19.655,147.411
33021,ETON POLICE STATION,-21.267,148.967
33023,FARLEIGH CO-OP SUGAR MILL,-21.101,149.102
33024,FARLEIGH RAILWAY STATION,-21.100,149.100
33026,FINCH HATTON COOK ST,-21.144,148.632
33027,GARGETT POST OFFICE,-21.156,148.743
33028,GIRU POST OFFICE,-19.511,147.106
33030,GUMLU DAYS ROAD,-19.878,147.687
33031,HAYMAN ISLAND RESORT,-20.056,148.888
33032,HOME HILL POST OFFICE,-19.667,147.415
33033,INKERMAN STATION,-19.763,147.457
33034,HOMESTEAD,-23.272,150.441
33035,KALAMIA ESTATE,-19.524,147.416
33037,KILLARNEY STATION,-22.367,149.283
33038,KOUMALA HATFIELDS ROAD,-21.626,149.237
33039,KUNWARARA POST OFFICE,-22.917,150.133
33040,KUTTABUL POST OFFICE,-21.040,148.910
33044,CLUB CROCODILE RESORT,-20.335,148.854
33046,MACKAY POST OFFICE,-21.150,149.183
33047,TE KOWAI EXP STN,-21.164,149.119
33048,MACROSSAN,-20.000,146.450
33050,MARLBOROUGH POST OFFICE,-22.813,149.890
33051,MINGELA POST OFFICE,-19.879,146.632
33052,MIRANI POST OFFICE,-21.150,148.867
33053,MOUNT JUKES,-21.001,148.936
33055,NETHERDALE POST OFFICE,-21.150,148.533
33057,OGMORE POST OFFICE,-22.623,149.660
33059,PLANE CREEK SUGAR MILL,-21.427,149.216
33060,PLEYSTOWE SUGAR MILL,-21.142,149.038
33061,PROSERPINE POST OFFICE,-20.400,148.583
33062,RAVENSWOOD POST OFFICE,-20.100,146.889
33063,REID RIVER RAILWAY STATION,-19.767,146.833
33065,ST LAWRENCE POST OFFICE,-22.346,149.536
33067,SARINA POST OFFICE,-21.421,149.218
33069,SHIRBOURNE PARK,-19.596,147.096
33070,STRATHBOGIE,-20.196,147.599
33072,WALKERSTON,-21.150,149.067
33073,WOODHOUSE,-19.831,147.131
33074,WOODSTOCK POST OFFICE,-19.600,146.833
33077,PACIFIC HEIGHTS,-23.096,150.734
33079,GUTHALUNGRA QLD SALT,-19.867,147.817
33081,INKERMAN RAILWAY STATION,-19.750,147.483
33082,STRATHMORE,-20.499,147.628
33094,BOWEN AUSTRALIAN SALTWORKS,-20.013,148.225
33095,ORKABIE WEST HILL,-21.803,149.357
33097,MOSS VALE STATION,-20.239,148.003
33106,HAMILTON ISLAND AIRPORT,-20.366,148.954
33123,FANNING RIVER STATION,-19.733,146.433
33125,MOUNT SPENCER 2,-21.483,148.811
33127,KELSEY CREEK DITTMER RD,-20.427,148.447
33134,ETON SUNWATER,-21.268,148.970
33143,FLETCHER VIEW STATION,-19.884,146.179
33144,WILSON BEACH,-20.471,148.724
33150,WATTLEVALE STATION,-19.912,147.852
33151,MAJORS CREEK,-19.595,146.934
33157,PROSERPINE UP-RIVER,-20.347,148.515
33168,BLENHEIM STATION,-21.071,148.224
33170,MYSTERY PARK,-22.361,149.375
33184,BANKSIA STATION,-22.647,150.093
33189,STRATHMUIR,-22.707,149.733
33222,URANNAH STATION,-20.933,148.350
33224,KEPPEL SANDS POST OFFICE,-23.331,150.781
33226,LANSDOWN CSIRO,-19.658,146.834
33227,HAVILAH STATION,-20.792,147.829
33247,PROSERPINE AIRPORT,-20.492,148.555
33254,CRYSTAL BROOK,-20.344,148.500
33255,HAMILTON ISLAND,-20.353,148.951
33273,PETER FAUST DAM,-20.368,148.388
33294,YEPPOON THE ESPLANADE,-23.136,150.751
33307,WOOLSHED,-19.417,146.536
33308,SAMUEL HILL AERO,-22.743,150.658
34000,BALFES CREEK POST OFFICE,-20.216,145.909
34002,CHARTERS TOWERS POST OFFICE,-20.078,146.261
34003,FOLEYVALE STATION,-23.507,149.704
34010,TRAFALGAR STATION,-20.433,146.013
34011,WINDSOR,-20.300,146.100
34012,YACAMUNDA STATION,-21.376,147.101
34017,BROADLEIGH DOWNS,-20.907,146.193
34020,WOLLOMBI STATION,-21.345,147.829
34022,MT DOUGLAS,-21.519,146.873
34027,ESSEX,-22.774,148.810
34044,BRUSLEE,-21.077,146.513
34051,SLOGAN DOWNS,-20.566,146.382
34057,SUTTOR CREEK STATION,-21.350,147.983
34058,LANDSBOROUGH STATION,-21.618,148.602
34061,JUNEE STATION,-22.937,149.139
34064,GLENDEN STATION,-21.327,148.094
34072,LOGAN DOWNS,-22.383,147.933
34073,SALTBUSH PARK,-22.137,148.914
34074,OXFORD DOWNS,-21.821,148.682
34081,AVON DOWNS,-21.850,147.250
34084,CHARTERS TOWERS AIRPORT,-20.043,146.272
34085,SELLHEIM,-20.008,146.435
34086,SELOH NOLEM,-22.307,148.482
35000,ALPHA POST OFFICE,-23.650,146.641
35001,ANAKIE RICHARDSON ST,-23.552,147.746
35002,ARCTURUS DOWNS,-24.034,148.406
35004,BABBILOORA STATION,-25.193,147.135
35005,OLD BANCHORY STATION,-22.988,147.125
35007,BAUHINIA DOWNS STORE,-24.571,149.292
35009,BLACKWATER POST OFFICE,-23.585,148.883
35012,BLUFF POST OFFICE,-23.582,149.069
35013,BOGANTUNGAN POST OFFICE,-23.648,147.290
35014,WANDOAN POST OFFICE,-26.121,149.961
35016,CAPELLA POST OFFICE,-23.086,148.024
35018,CARNARVON STATION,-24.809,147.752
35019,CLERMONT POST OFFICE,-22.825,147.641
35021,COMET POST OFFICE,-23.605,148.545
35025,DINGO POST OFFICE,-23.646,149.332
35026,DUARINGA POST OFFICE,-23.714,149.673
35027,EMERALD POST OFFICE,-23.527,148.162
35028,FERNLEES POST OFFICE,-23.867,148.133
35030,GINDIE STATE FARM,-23.700,148.100
35032,GORDON DOWNS,-23.233,148.333
35042,MANTUAN DOWNS,-24.413,147.246
35047,NARADA DOWNS,-24.983,146.100
35049,GILLESPIE,-24.561,145.787
35052,PEAK DOWNS,-23.000,148.017
35053,PEAKVALE STATION,-23.186,147.354
35054,PINE HILL RAILWAY STATION,-23.650,146.950
35055,PLANET DOWNS,-24.533,148.883
35057,REEDY CREEK STATION,-25.183,149.350
35059,ROLLESTON,-24.462,148.626
35060,ST AUBINS,-23.550,148.550
35062,SAPPHIRE POST OFFICE,-23.462,147.721
35063,SOMERBY,-24.211,148.740
35064,SPRING CREEK STATION,-24.448,147.899
35065,SPRINGSURE COMET ST,-24.123,148.086
35066,SPRINGWOOD STATION,-24.532,148.351
35067,SUNLIGHT,-24.300,148.800
35069,TAMBO POST OFFICE,-24.882,146.256
35070,TAROOM POST OFFICE,-25.641,149.796
35071,TELEMON STATION,-24.186,147.720
35073,TOLINESS STATION,-25.317,146.019
35078,WEST QUARTER,-25.200,146.383
35079,WHARTON CREEK STATION,-24.622,147.406
35081,WOLEEBEE NEVASA,-26.285,149.828
35090,REWAN STATION,-24.959,148.374
35098,EMERALD DPI TOWN SITE,-23.500,148.150
35103,LANSDOWNE STATION,-25.064,146.265
35107,METEOR DOWNS,-24.382,148.332
35114,ASHGROVE,-23.200,149.083
35135,HORNET BANK HOMESTEAD,-25.706,149.408
35142,CALDERVALE STATION,-25.101,146.831
35143,MARYVALE SPRINGS,-24.057,145.908
35147,EMERALD DPI FIELD STATION,-23.467,148.152
35149,BRIGALOW RESEARCH STN,-24.835,149.800
35151,MOUNT KINGSLEY,-25.280,148.850
35175,MOUNT NICHOLSON,-24.844,149.100
35189,CONSUELO,-24.655,148.459
35190,MINNIE DOWNS,-25.031,145.866
35194,WYSEBY,-24.961,148.531
35198,ABOR DOWNS,-22.750,148.000
35200,GREENDALE STATION,-24.789,146.111
35212,RONNOC DOWNS,-23.888,148.049
35215,WILLOWS GEMFIELDS,-23.742,147.539
35226,WESTGROVE,-25.583,148.478
35228,WEIMBY DOWNS,-22.854,147.925
35231,LANGLEY DOWNS,-23.378,148.303
35235,CARINA DOWNS,-24.229,148.471
35246,MOUNT ENNISKILLEN,-24.598,146.184
35253,COCKATOO STATION,-25.683,150.183
35256,JERICHO STORE,-23.602,146.124
36000,ALICE POST OFFICE,-23.567,145.783
36002,AMBO STATION,-22.810,144.403
36004,ARAMAC POST OFFICE,-22.972,145.245
36007,BARCALDINE POST OFFICE,-23.554,145.288
36008,BOWEN DOWNS,-22.467,145.005
36012,CAMERON DOWNS,-21.375,144.279
36018,ELGIN DOWNS,-22.003,146.922
36021,EMMET DOWNS,-24.721,144.498
36022,EVESHAM STATION,-23.031,143.712
36024,ILFRACOMBE POST OFFICE,-23.490,144.507
36025,ISIS DOWNS,-24.222,144.632
36026,ISISFORD POST OFFICE,-24.259,144.441
36030,LONGREACH POST OFFICE,-23.450,144.250
36033,MALVERN HILLS,-24.500,145.150
36039,PORTLAND DOWNS,-24.133,144.583
36040,SPRINGLEIGH,-24.562,144.718
36042,SALTERN POST OFFICE,-23.550,145.100
36043,STRATHDARR,-23.283,143.983
36044,SUTTON DOWNS,-21.500,144.117
36047,TWIN HILLS POST OFFICE,-21.950,146.952
36049,DARR RIVER DOWNS,-22.900,144.000
36051,WESTLAND,-23.968,143.824
36054,EVORA STATION,-24.082,145.509
36055,DUNROBIN STATION,-22.683,146.153
36056,LANDSBOROUGH DOWNS,-21.511,144.399
36058,SALTERN CREEK,-23.400,145.100
36066,BEACONSFIELD,-23.327,144.596
36071,MORAY DOWNS,-21.950,146.631
36074,JOCHMUS,-22.302,145.990
36076,EASTMERE,-22.502,145.918
36082,GOWAN HILLS,-24.248,144.698
36087,LEICHARDT FARMS,-23.129,145.113
36089,BYGANA STATION,-22.201,146.546
36091,GLENAMPLE STATION,-22.917,145.100
36092,MAYLANDS,-22.458,144.834
36093,YARAKA STATE SCHOOL,-24.886,144.076
36095,MOONOOMOO STATION,-21.850,146.001
36101,RICHMOND HILLS,-23.491,145.654
36102,BARCALDINE DOWNS,-23.716,145.130
36113,WELLSHOT,-23.872,144.478
36124,AMOR DOWNS,-23.858,144.296
36130,RUSSLEIGH,-24.335,143.754
36133,MILO STATION,-25.721,144.500
36135,SELVISTER,-24.457,145.214
36137,LISTOWEL DOWNS,-25.201,145.227
36139,SURBITON STATION,-22.986,146.619
36141,RODNEY DOWNS,-23.186,144.851
36143,BLACKALL TOWNSHIP,-24.421,145.467
36147,DOTSWOOD,-22.232,144.577
36153,SUMMER HILL,-23.052,144.810
37001,AYRSHIRE DOWNS,-21.968,142.721
37003,BARKLY DOWNS,-20.466,138.468
37006,BLADENSBURG,-22.515,143.039
37007,BRIGHTON DOWNS,-23.359,141.563
37008,BUCKINGHAM DOWNS,-22.076,139.758
37010,CAMOOWEAL TOWNSHIP,-19.922,138.121
37011,CARANDOTTA STATION,-21.971,138.612
37013,CHATSWORTH,-21.974,140.296
37014,CORK STATION,-22.926,142.312
37015,CORONA DOWNS,-23.126,143.462
37016,DAGWORTH STATION,-21.866,142.154
37019,DUCHESS HOTEL,-21.356,139.865
37023,HAMILTON DOWNS,-21.417,142.400
37024,HEADINGLY STATION,-21.323,138.291
37027,LLANRHEIDOL STATION,-22.283,141.600
37028,LUCKNOW STATION,-22.717,140.917
37032,MAYNESIDE,-23.517,142.550
37033,MELROSE,-22.741,143.334
37035,OBAN STATION,-21.234,139.046
37040,STONEHENGE,-24.351,143.288
37041,STRADBROKE STATION,-21.565,139.723
37046,ELDERSLIE,-22.290,142.473
37049,WARNAMBOOL DOWNS,-22.813,142.833
37050,WHITEWOOD POST OFFICE,-21.483,143.600
37051,WINTON POST OFFICE,-22.391,143.039
37052,MUNDURIN STATION,-22.879,141.836
37055,FLORA DOWNS,-20.115,138.804
37057,BUSHY PARK,-21.262,139.725
37060,SUVLA,-22.517,142.583
37061,COTSWOLD HILLS,-22.545,142.668
37063,GLENLYON STATION,-21.340,142.929
37070,OONDOOROO RAILWAY STN,-22.167,143.083
37072,ARDMORE STATION,-21.648,139.183
37073,WESTERTON,-24.042,142.831
37102,ALBION DOWNS,-21.500,142.683
37103,ELROSE STATION,-22.816,140.110
37112,SUNNYSIDE,-23.969,143.303
37113,VUNA STATION,-21.373,143.507
38002,BIRDSVILLE POLICE STATION,-25.900,139.349
38007,CURRAWILLA STATION,-25.142,141.346
38008,DIAMANTINA LAKES,-23.764,141.141
38010,GLENORMISTON,-22.916,138.804
38011,JEDBURGH STATION,-25.083,143.550
38012,JUNDAH POST OFFICE,-24.830,143.059
38014,MARION DOWNS,-23.365,139.656
38016,MOOTHANDELLA STATION,-25.546,142.942
38017,MOUNT LEONARD STATION,-25.688,140.754
38020,ROSEBERTH STATION,-25.790,139.586
38021,SPRINGFIELD,-25.800,143.017
38022,SPRINGVALE,-23.556,140.698
38023,TANBAR STATION,-25.842,141.919
38025,SANDRINGHAM,-24.052,139.064
38026,BIRDSVILLE AIRPORT,-25.898,139.347
38030,DAVENPORT DOWNS STATION,-24.155,141.098
38056,SOUTH GALWAY,-25.665,142.109
38072,WESTWARD HO,-23.048,140.232
39002,BAJOOL POST OFFICE,-23.653,150.645
39003,BANANA POST OFFICE,-24.472,150.129
39004,BARALABA POST OFFICE,-24.182,149.812
39014,BULBURIN FORESTRY,-24.533,151.467
39015,BUNDABERG POST OFFICE,-24.867,152.347
39017,BURNETT HEADS NIELL ST,-24.763,152.414
39018,BUSTARD HEAD LIGHTHOUSE,-24.022,151.764
39019,CALLEMONDAH STATION,-24.295,150.940
39020,CALLIOPE STATION,-24.025,150.968
39021,CALLIOPE POST OFFICE,-24.007,151.202
39022,CAMBOON STATION,-25.030,150.434
39023,CAPE CAPRICORN LIGHTHOUSE,-23.483,151.233
39025,CHILDERS POST OFFICE,-25.236,152.278
39027,CORDALBA STORE,-25.162,152.214
39028,CRACOW STORE,-25.297,150.305
39029,CRONULLA STATION,-25.383,151.383
39030,DARTS CREEK,-23.711,150.961
39031,DAWES - KAGEON,-24.649,150.745
39033,DEGILBO RAIL STN,-25.483,152.000
39036,EIDSVOLD POST OFFICE,-25.371,151.122
39037,FAIRYMEAD SUGAR MILL,-24.791,152.359
39039,GAYNDAH POST OFFICE,-25.626,151.609
39040,GIN GIN POST OFFICE,-24.993,151.961
39041,GLADSTONE POST OFFICE,-23.833,151.250
39042,GLADYSVALE,-25.533,151.567
39043,GLENLANDS,-23.526,150.508
39044,RIVERSLEA TM,-23.569,149.954
39045,GOODNIGHT SCRUB RES 169,-25.283,151.913
39046,GOODWOOD RAIL STN,-25.150,152.417
39049,GRACEMERE - LUCAS ST,-23.459,150.456
39051,HAWKWOOD STATION,-25.783,150.817
39052,HUMPHERY RAIL SIDING,-25.600,151.483
39053,ISIS JUNCTION RAILWAY STN,-25.217,152.450
39054,JAMBIN POST OFFICE,-24.197,150.371
39055,KABRA RAILWAY STN,-23.467,150.400
39057,KALPOWAR FORESTRY,-24.692,151.305
39060,LOWMEAD POST OFFICE,-24.527,151.752
39061,MANNERSLEY,-24.043,150.821
39062,MANY PEAKS POST OFFICE,-24.533,151.383
39063,MILLAQUIN SUGAR,-24.850,152.367
39068,MOUNT LARCOM POST OFFICE,-23.810,150.978
39070,MT PERRY THE PINES,-25.169,151.637
39071,MOURA POST OFFICE,-24.572,149.969
39078,PACIFIC SALT,-23.578,150.822
39080,RANNES RAILWAY STATION,-24.100,150.117
39081,RIDGELANDS,-23.250,150.283
39082,ROCKHAMPTON POST OFFICE,-23.400,150.500
39084,ROSEDALE POST OFFICE,-24.629,151.916
39085,SANDY CAPE LIGHTHOUSE,-24.730,153.208
39086,STANWELL POST OFFICE,-23.490,150.332
39091,UBOBO STORE,-24.405,151.323
39093,WALLAVILLE- MILL  STREET,-25.075,151.994
39098,WESTWOOD STORE,-23.621,150.157
39102,WOWAN POST OFFICE,-23.908,150.195
39104,MONTO TOWNSHIP,-24.864,151.125
39119,TABLE TOPS,-24.550,151.222
39123,GLADSTONE RADAR,-23.855,151.263
39139,TORSDALE,-24.500,150.400
39145,THE HIRSEL,-24.675,150.494
39148,BLUE HILLS,-24.535,150.917
39156,DULULU POST OFFICE,-23.847,150.263
39159,BOOYAL CENTRAL STATE SCHOOL,-25.210,152.032
39168,WOODGATE STORE,-25.102,152.560
39171,NARAYEN RES STN,-25.688,150.869
39174,BUNDABERG ASHFIELD RD,-24.850,152.398
39186,BINGERA SUGAR MILL,-24.930,152.198
39234,THE CEDARS,-25.173,152.032
39241,SOUTHEND CURTIS ISLAND,-23.758,151.310
39242,BROADMEADOWS,-23.401,150.624
39244,SPRINGFIELD,-25.279,150.836
39247,SCOTSTON,-25.125,150.792
39255,SPRINGS,-24.166,151.513
39261,TURKEY STATION,-24.096,151.645
39263,CALLIUNGAL STATION,-23.967,150.217
39297,BUILYAN GUM STREET,-24.527,151.381
39314,SEVENTEEN SEVENTY,-24.157,151.889
39326,GLADSTONE AIRPORT,-23.870,151.221
40000,ABBOTSFORD,-27.950,153.100
40003,AMAMOOR FORESTRY,-26.366,152.624
40014,BEAUDESERT CRYNA,-28.021,153.013
40016,BEENLEIGH POST OFFICE,-27.717,153.183
40017,BEERWAH FOREST,-26.856,152.976
40019,BENARKIN FOREST STATION,-26.900,152.150
40020,BLACKBUTT STATE SCHOOL,-26.890,152.103
40021,BIGGENDEN POST OFFICE,-25.510,152.046
40024,BOONAH STARK AVE,-27.992,152.692
40027,BONGAREE BOWLS CLUB,-27.089,153.166
40028,BROOWEENA LAHEY ST,-25.601,152.262
40029,WIDGEE STATION HILL,-26.190,152.427
40031,BUDERIM POST OFFICE,-26.687,153.050
40038,CABOOLTURE POST OFFICE,-27.085,152.952
40039,CALOUNDRA POST OFFICE,-26.808,153.138
40040,CALOUNDRA SIGNAL STATION,-26.802,153.150
40043,CAPE MORETON LIGHTHOUSE,-27.031,153.466
40047,CLEVELAND BOWLS CLUB,-27.525,153.276
40049,COALSTOUN LAKES,-25.617,151.883
40050,COLTON RAILWAY STATION,-25.433,152.650
40051,CONONDALE TOWNSHIP,-26.730,152.717
40052,COOLANGATTA BOWLS COMP,-28.178,153.538
40053,COOLOOLABIN FORESTRY,-26.550,152.900
40055,COOLUM BEACH POST OFFICE,-26.533,153.083
40056,COOMINYA POST OFFICE,-27.391,152.501
40058,COORAN POST OFFICE,-26.331,152.822
40059,COOROY COMPOSITE,-26.418,152.913
40060,COOYAR POST OFFICE,-26.984,151.830
40061,COWAN COWAN SIGNAL STN,-27.133,153.367
40062,CROHAMHURST,-26.809,152.870
40063,DAYBORO POST OFFICE,-27.197,152.824
40066,DINMORE POST OFFICE,-27.600,152.833
40067,DOONGUL STATE FOREST,-25.527,152.317
40068,DOUBLE ISLAND POINT LIGHTHOUSE,-25.932,153.191
40070,DUNWICH POST OFFICE,-27.497,153.408
40072,ELGIN VALE FORESTRY,-26.440,152.196
40074,ERNEST JUNCTION RAIL STN,-27.967,153.350
40075,ESK POST OFFICE,-27.240,152.422
40076,ESK DALE WEST,-27.153,152.168
40078,EUMUNDI - CRESCENT RD,-26.477,152.945
40079,FOREST HILL,-27.583,152.381
40081,UNGOWA FOREST STATION,-25.500,153.000
40082,UNIVERSITY OF QUEENSLAND GATTON,-27.544,152.338
40083,GATTON ALLAN STREET,-27.543,152.282
40086,GOODGER STORE,-26.668,151.817
40087,GOOGA GOOGA CRK FOREST,-26.950,152.050
40090,GOOMERI POST OFFICE,-26.182,152.069
40091,GRANDCHESTER SYMES ST,-27.660,152.468
40092,GUNDIAH RAILWAY STATION,-25.833,152.550
40094,HARRISVILLE MARY STREET,-27.809,152.667
40095,HATTONVALE OSHEA RD,-27.570,152.465
40096,HELIDON POST OFFICE,-27.550,152.125
40097,CHRISTMAS CREEK,-28.215,153.013
40098,HOWARD POST OFFICE,-25.317,152.562
40099,IMBIL POST OFFICE,-26.459,152.676
40100,IMBIL FORESTRY,-26.462,152.664
40101,IPSWICH,-27.612,152.761
40102,JIMNA COMPOSITE,-26.664,152.461
40104,KALBAR STATE SCHOOL,-27.942,152.624
40105,KANDANGA POST OFFICE,-26.387,152.676
40106,KENILWORTH TOWNSHIP,-26.595,152.728
40109,KIA ORA SANDY RIDGES,-26.518,152.014
40110,KILCOY POST OFFICE,-26.942,152.565
40111,KILKIVAN POST OFFICE,-26.086,152.238
40112,KINGAROY PRINCE STREET,-26.554,151.846
40113,KUMBIA POST OFFICE,-26.689,151.655
40114,LAIDLEY POST OFFICE,-27.632,152.392
40115,LAKE MANCHESTER,-27.491,152.752
40117,LANDSBOROUGH POST OFFICE,-26.803,152.962
40118,LITTLE YABBA SFR 274,-26.623,152.684
40120,LOWOOD DON ST,-27.462,152.575
40121,MALENY TAMARIND ST,-26.753,152.852
40122,GALLANGOWAN FORESTRY,-26.429,152.329
40123,MAPLETON POST OFFICE,-26.622,152.866
40125,MAROOCHYDORE SWAN BOWLS CLUB,-26.650,153.083
40130,SPRINGLEA,-26.169,151.893
40131,MERLWOOD STATE SCHOOL,-26.167,151.900
40133,MONSILDALE,-26.695,152.397
40134,MONTVILLE  CRAGLANDS,-26.699,152.904
40136,MOOLOOLAH POST OFFICE,-26.766,152.962
40137,MOORE POST OFFICE,-26.895,152.292
40140,MT BRISBANE,-27.149,152.578
40141,MOUNT COTTON WEST,-27.616,153.204
40142,MT CROSBY,-27.536,152.799
40144,MOUNT JOSEPH,-25.741,152.236
40146,SHAMROCK MINE,-26.220,152.281
40147,MT NEBO POST OFFICE,-27.399,152.789
40148,MT STANLEY FORESTRY,-26.597,152.170
40152,MURGON POST OFFICE,-26.242,151.942
40153,MURPHYS CREEK POST OFFICE,-27.467,152.067
40158,NANANGO WILLS ST,-26.676,151.994
40159,NARANGBA RAILWAY STN,-27.200,152.967
40160,NERANG GILSTON RD,-28.009,153.317
40162,NUMINBAH STATE FARM,-28.163,153.213
40163,INNIS PLAIN,-28.203,152.927
40164,KILKIVAN STATE FOREST 220,-26.117,152.333
40165,ORMESBY,-26.200,152.750
40168,PALMWOODS POST OFFICE,-26.700,152.950
40169,PEACHESTER,-26.843,152.882
40170,PECHEY FORESTRY,-27.304,152.054
40172,PIALBA POST OFFICE,-25.283,152.833
40175,POINT LOOKOUT BOWLS CLUB,-27.428,153.522
40176,POMONA POST OFFICE,-26.365,152.853
40177,PROSTON POST OFFICE,-26.164,151.601
40178,RATHDOWNEY POST OFFICE,-28.211,152.865
40179,REDBANK POST OFFICE,-27.600,152.867
40180,MARGATE COLLINS ST,-27.252,153.101
40181,ROADVALE POST OFFICE,-27.917,152.683
40182,GREEN MOUNTAINS,-28.231,153.136
40183,ROSEVALE,-27.852,152.480
40184,ROSEWOOD WALLOON RD,-27.633,152.594
40185,RUSSELL ISLAND,-27.645,153.400
40186,SAMSONVALE,-27.289,152.823
40188,SIM JUE CREEK,-27.267,152.627
40189,SOMERSET DAM,-27.115,152.555
