Time,Day,Date,T.Max,T.Min,Rain,Evap,Radn,VP,RHmaxT,RHminT,Soil_Temperature
19890226,57,26/02/1989,36.9,24.8,0,7.3,25.3,28.3,45.3,90.4,29.48
19890227,58,27/02/1989,37.2,25.4,0,7,24.6,29.9,47.1,92.2,29.96
19890228,59,28/02/1989,36.5,24.3,1.6,6.5,23.8,29.9,49,98.5,29.02
19890301,60,1/3/1989,30.8,24.6,0,7.1,19,28.9,65.1,93.5,27
19890302,61,2/3/1989,35,22,3.2,6.3,23.8,26.5,47.1,100,27.03
19890303,62,3/3/1989,35.5,23.3,0,7.5,23,28,48.4,97.9,28.02
19890304,63,4/3/1989,34.8,23.3,18,7.7,22.6,27.8,50,97.2,27.75
19890305,64,5/3/1989,35.4,23.2,1.6,7.1,24.6,29.5,51.3,100,27.92
19890306,65,6/3/1989,34.3,23,1.8,4.7,14.8,29.4,54.4,100,27.37
19890307,66,7/3/1989,31.5,23.8,0,4.7,10.4,27.9,60.4,94.7,26.78
19890308,67,8/3/1989,31.4,23.4,9,3.8,7.1,28.1,61.1,97.7,26.49
19890309,68,9/3/1989,31.4,24.1,0.8,7.5,10,29.8,64.8,99.3,26.92
19890310,69,10/3/1989,29.9,23.8,21.8,2.1,6.6,28.6,67.8,97,26.16
19890311,70,11/3/1989,30.2,23.8,5,3.5,7.2,29.8,69.4,100,26.27
19890312,71,12/3/1989,32.7,24.3,24.4,3.7,7.2,29.9,60.4,98.5,27.55
19890313,72,13/03/1989,32.4,23.5,31.6,4.7,10.3,29.6,60.9,100,26.94
19890314,73,14/03/1989,31.5,23.4,23.6,3.2,11.5,28.6,61.9,99.4,26.53
19890315,74,15/03/1989,32.4,23.9,0.2,4,17.8,29.7,61.1,100,27.19
19890316,75,16/03/1989,27.8,23.9,8.6,2.8,6.6,29.5,79,99.5,25.41
19890317,76,17/03/1989,30,22.3,60.6,4.4,13.4,26.3,62,97.7,25.28
19890318,77,18/03/1989,30.4,21.8,17.8,3.4,18.5,28.1,64.7,100,25.13
19890319,78,19/03/1989,27.3,23.2,14.8,5.4,7.2,28.1,77.5,98.9,24.79
19890320,79,20/03/1989,29.9,23.3,42.6,2.6,6.8,28.3,67.1,99,25.85
19890321,80,21/03/1989,31.7,23,6.4,3.1,13.4,29.8,63.7,100,26.36
19890322,81,22/03/1989,32.9,23.4,0.8,3.1,12.5,29.8,59.6,100,27.07
19890323,82,23/03/1989,32.5,23.8,7.4,3.4,19.2,29.6,60.5,100,27.16
19890324,83,24/03/1989,32.8,23.7,30.4,4.7,15.4,29.5,59.3,100,27.22
19890325,84,25/03/1989,33.4,22.8,1.4,4.7,17.9,28.4,55.2,100,26.9
19890326,85,26/03/1989,33.7,23.4,0,6.3,20.1,29.6,56.6,100,27.38
19890327,86,27/03/1989,33,23.5,0,6,21.2,28.2,56.1,97.4,27.17
19890328,87,28/03/1989,33.4,22.5,13.8,6.2,21.7,28.1,54.6,100,26.72
19890329,88,29/03/1989,33.4,23.2,0,5.5,22.5,29.8,57.9,100,27.14
19890330,89,30/03/1989,33.9,23.1,4.2,7.6,22.8,29.7,56.1,100,27.28
19890331,90,31/03/1989,33.8,22.5,0,5.5,23.2,27.9,53,100,26.87
19890401,91,1/4/1989,34.3,19.6,0,6.1,25,18.2,33.6,79.8,25.28
19890402,92,2/4/1989,35.4,21.3,0,6.5,24.6,18.5,32.2,73.1,26.75
19890403,93,3/4/1989,35.4,23.8,0,5.6,22.2,29.7,51.7,100,28.29
19890404,94,4/4/1989,36,22.1,0,5.2,19.4,26.2,44.1,98.5,27.48
19890405,95,5/4/1989,36.5,21.2,0,6.4,22,27.5,45,100,27.12
19890406,96,6/4/1989,35.8,23,0,6.3,17.7,24.9,42.4,88.7,27.95
19890407,97,7/4/1989,33.9,22.5,0,5.2,19.9,23.3,44,85.5,26.91
19890408,98,8/4/1989,34.4,20.1,0,4.9,21.3,23.8,43.8,100,25.63
19890409,99,9/4/1989,33.8,23,0,5.6,17.7,27.7,52.7,98.6,27.18
19890410,100,10/4/1989,33.5,24.2,0,6.5,19.4,26.6,51.4,88.1,27.8
19890411,101,11/4/1989,34.3,22.9,0,5.9,20.2,25.1,46.4,89.9,27.31
19890412,102,12/4/1989,34.4,22,0,5.6,19.2,26.7,49.1,100,26.8
19890413,103,13/04/1989,33.9,21.6,0,8.3,20.5,27.6,52.2,100,26.36
19890414,104,14/04/1989,32,21.3,0,6.6,20.3,15.2,32,60,25.44
19890415,105,15/04/1989,32.3,20.1,0,4.8,12.6,20.3,42,86.3,24.82
19890416,106,16/04/1989,32,23.8,0,5.1,6.8,26.3,55.3,89.2,26.97
19890417,107,17/04/1989,31.1,23.4,11.6,5.8,10.7,28.4,62.9,98.7,26.38
19890418,108,18/04/1989,32.9,22.7,25.8,3.6,9.9,28.1,56.2,100,26.64
19890419,109,19/04/1989,33,24.1,0,6.1,20.7,28.1,55.9,93.6,27.54
19890420,110,20/04/1989,33.2,21.6,0,5.3,18.2,27.9,54.8,100,26.09
19890421,111,21/04/1989,33.6,21.2,0,7,20.8,26.3,50.6,100,26
19890422,112,22/04/1989,30.2,23.8,0,6,6.4,28,65.2,95,26.27
19890423,113,23/04/1989,33.1,24.1,0.2,5.7,18.4,27,53.4,90,27.58
19890424,114,24/04/1989,33.6,24.3,0,5.9,18.2,29.7,57.1,97.8,27.9
19890425,115,25/04/1989,34.1,22,0,5.7,21.6,23.7,44.3,89.7,26.68
19890426,116,26/04/1989,34.9,22.4,0,4.2,19.6,29,51.9,100,27.23
19890427,117,27/04/1989,33.9,24.4,2.2,3.7,16.1,31.3,59.2,100,28.07
19890428,118,28/04/1989,32.4,24.2,0,5.1,12.9,28,57.6,92.7,27.37
19890429,119,29/04/1989,31.6,22,21,3.5,17.3,26.5,57,100,25.71
19890430,120,30/04/1989,32.1,22.2,19.8,3.1,19.1,26.3,55,98.3,26.03
19890501,121,1/5/1989,32.9,21.6,0,6,21.3,24,48,93.1,25.97
19890502,122,2/5/1989,32.4,20.3,0,6.1,20.5,23.9,49.1,100,24.98
19890503,123,3/5/1989,32.8,20,0,5.8,20.6,26.1,52.5,100,24.95
19890504,124,4/5/1989,32.8,19.2,0,6.4,20.9,23.4,47,100,24.46
19890505,125,5/5/1989,32.7,18.6,0,6.8,20.5,22,44.5,100,24.05
19890506,126,6/5/1989,32,19.5,0,6.8,21,23,48.4,100,24.33
19890507,127,7/5/1989,31.5,19,0,7.7,20,21.1,45.7,96.1,23.83
19890508,128,8/5/1989,30,17.7,0,6.5,21.5,12.8,30.2,63.2,22.46
19890509,129,9/5/1989,30.5,15,0,6.6,20.9,12.2,27.9,71.6,20.99
19890510,130,10/5/1989,31.5,13.8,0,4.9,21.1,12.9,27.9,81.8,20.64
19890511,131,11/5/1989,33,20,0,5,19.2,24.4,48.5,100,25.03
19890512,132,12/5/1989,33,22,0,5.8,16.6,27.9,55.5,100,26.25
19890513,133,13/05/1989,32.6,21.5,0,6.1,18.6,25.4,51.6,99.1,25.79
19890514,134,14/05/1989,33,20.8,0,6.3,19.4,21.9,43.5,89.2,25.52
19890515,135,15/05/1989,31.9,20.7,0,5.4,20.4,19.5,41.2,79.9,25.03
19890516,136,16/05/1989,32.7,20.3,0,5.2,14.4,20.4,41.2,85.7,25.1
19890517,137,17/05/1989,33.1,19.1,0,5,19.3,21.8,43.1,98.6,24.51
19890518,138,18/05/1989,32.3,21.1,0,4.6,13.5,23.2,48,92.8,25.43
19890519,139,19/05/1989,32.4,17.5,0,5.4,19.3,19.3,39.7,96.6,23.26
19890520,140,20/05/1989,30.5,14.6,0,6.6,21.1,12.3,28.2,74.1,20.75
19890521,141,21/05/1989,31,14.5,0,4.9,21,14.9,33.2,90.3,20.88
19890522,142,22/05/1989,31.6,15.3,0,5.5,19.5,18.1,38.9,100,21.6
19890523,143,23/05/1989,32.2,16.4,0,5.5,19.7,18.3,38.1,98.2,22.51
19890524,144,24/05/1989,32.9,16.7,0,4.8,20.3,20.1,40.2,100,22.96
19890525,145,25/05/1989,33.3,17.5,0,4.9,16.4,20.7,40.5,100,23.61
19890526,146,26/05/1989,33.5,18.3,0,4.4,19.2,24.4,47.2,100,24.18
19890527,147,27/05/1989,31.6,17.2,0,6.5,20.6,15.4,33.1,78.5,22.77
19890528,148,28/05/1989,31,12.3,0,5.3,20.7,12.6,28,88.1,19.53
19890529,149,29/05/1989,31,11.5,0,4.9,20.5,14,31.2,100,19.04
19890530,150,30/05/1989,31,12.5,0,6.1,20.3,16.7,37.2,100,19.65
19890531,151,31/05/1989,31.4,14.4,0,4.6,19.6,17.3,37.6,100,20.97
19890601,152,1/6/1989,31.7,16.4,0,4.3,18.5,19.7,42.1,100,22.32
19890602,153,2/6/1989,32.5,17.4,0,4.8,18.1,21.2,43.3,100,23.24
19890603,154,3/6/1989,32.3,19.7,0,4.1,15.5,24.7,51.1,100,24.57
19890604,155,4/6/1989,32.9,19.9,0,5.1,17.7,22.6,45.2,97.3,24.93
19890605,156,5/6/1989,31.7,21.1,0,5,16.8,23.5,50.3,94,25.2
19890606,157,6/6/1989,28.8,20.1,0,5,17.6,21.5,54.3,91.4,23.46
19890607,158,7/6/1989,28.9,15.6,0,4.9,15.7,17.2,43.2,97.1,20.74
19890608,159,8/6/1989,30,13.3,0,4.9,19.4,13.6,32.1,89.1,19.76
19890609,160,9/6/1989,31,14,0,5.3,18.6,14.6,32.5,91.4,20.57
19890610,161,10/6/1989,29.4,13.6,0,6.5,20.2,11.5,28.1,73.9,19.71
19890611,162,11/6/1989,26.4,15.9,0,6.5,17.9,9.5,27.6,52.6,19.96
19890612,163,12/6/1989,25.1,9,0,5.1,21,7,22,61,15.23
19890613,164,13/06/1989,26,6.8,0,4.7,20.5,9.2,27.4,93.2,14.22
19890614,165,14/06/1989,29.1,12.8,0,4.4,17.1,8.3,20.6,56.2,19.1
19890615,166,15/06/1989,30.2,16.3,0,4.5,19.2,20.1,46.8,100,21.68
19890616,167,16/06/1989,30,16.4,0,5.3,18.1,20.3,47.8,100,21.66
19890617,168,17/06/1989,30.5,13.6,0,5.9,16.9,20.3,46.5,100,20.14
19890618,169,18/06/1989,31,14.8,0,5.3,15.4,19.5,43.4,100,21.06
19890619,170,19/06/1989,30.7,15.2,0,6.9,17.5,15.8,35.8,91.5,21.19
19890620,171,20/06/1989,27.9,14.9,0,7.3,17.5,8.7,23.2,51.4,19.93
19890621,172,21/06/1989,24.3,11.8,0,5.7,19.8,7.1,23.4,51.3,16.63
19890622,173,22/06/1989,24.5,8.6,0,5.7,20,6.7,21.8,60,14.75
19890623,174,23/06/1989,25.5,8,0,6,19.4,7,21.5,65.3,14.77
19890624,175,24/06/1989,26.3,9.7,0,5.6,19.9,7.1,20.8,59,16.12
19890625,176,25/06/1989,28,15.1,0,6,16.5,11.1,29.4,64.7,20.09
19890626,177,26/06/1989,30.8,19.6,0,5.4,9.2,11.1,25,48.7,23.93
19890627,178,27/06/1989,30.9,19.7,0,6.7,18,10.7,24,46.6,24.03
19890628,179,28/06/1989,28.6,13.5,0,6.6,20.9,7.6,19.4,49.1,19.34
19890629,180,29/06/1989,28,9.7,0,6.4,20.7,8,21.2,66.5,16.78
19890630,181,30/06/1989,28.2,8.2,0,6,20.3,9.1,23.8,83.7,15.93
19890701,182,1/7/1989,30,8.5,0,4.8,20.2,10.7,25.2,96.5,16.81
19890702,183,2/7/1989,32,14.1,0,5.1,18.4,18.3,38.5,100,21.02
19890703,184,3/7/1989,32.8,15.9,0,4.9,19,18.2,36.6,100,22.44
19890704,185,4/7/1989,33,17.2,0,6.4,19.1,17.1,34,87.2,23.31
19890705,186,5/7/1989,31.4,15.4,0,7.2,19.9,13.1,28.5,74.9,21.59
19890706,187,6/7/1989,28.4,18.6,0,8.1,20,7.8,20.2,36.4,22.39
19890707,188,7/7/1989,25.5,13.8,0,6.5,21.1,5.2,15.9,33,18.32
19890708,189,8/7/1989,29.5,9.6,0,4.8,21.3,5.8,14.1,48.6,17.3
19890709,190,9/7/1989,31.5,13.4,0,4.5,14.4,16,34.6,100,20.4
19890710,191,10/7/1989,32.9,16.9,0,6.4,18.5,15.9,31.8,82.6,23.09
19890711,192,11/7/1989,30.2,19.1,0,6,19.9,10.4,24.2,47.1,23.39
19890712,193,12/7/1989,31.5,18.6,0,5.3,19.8,14.5,31.4,67.7,23.59
19890713,194,13/07/1989,32.5,17.4,0,6.5,19.1,16.2,33.1,81.6,23.24
19890714,195,14/07/1989,32.4,17.5,0,5,18.6,17.2,35.4,86.1,23.26
19890715,196,15/07/1989,32.3,18.5,0,5.5,15.7,21.7,44.9,100,23.84
19890716,197,16/07/1989,29.5,18.8,0,6.5,17.8,14.1,34.2,65,22.94
19890717,198,17/07/1989,29.9,15.9,0,6.1,20.1,10.1,23.9,55.9,21.31
19890718,199,18/07/1989,28.2,18.8,0,7.3,16.8,13.7,35.8,63.2,22.44
19890719,200,19/07/1989,27,14.2,0,6.4,18.9,11,30.9,68,19.15
19890720,201,20/07/1989,27.2,11.1,0,6.5,19.1,9.8,27.2,74.2,17.33
19890721,202,21/07/1989,30.1,11.5,0,5.5,19.1,11.7,27.4,86.3,18.69
19890722,203,22/07/1989,31,12.8,0,5.1,17.1,15.9,35.4,100,19.84
19890723,204,23/07/1989,30.9,20,0,6.1,12.9,19.3,43.2,82.6,24.22
19890724,205,24/07/1989,30.6,19.7,0,8.1,19.9,19,43.3,82.8,23.92
19890725,206,25/07/1989,28.7,13.3,0,7,22,7.4,18.8,48.5,19.26
19890726,207,26/07/1989,27.5,10.1,0,6.5,22.1,9.3,25.3,75.3,16.83
19890727,208,27/07/1989,28.5,8.1,0,6.4,22.2,8.1,20.8,75,15.99
19890728,209,28/07/1989,29.6,8.8,0,5.9,18.7,9.8,23.6,86.6,16.84
19890729,210,29/07/1989,29.8,10.1,0,5.6,12.6,13.9,33.1,100,17.72
19890730,211,30/07/1989,31.5,11.8,0,5.1,20.2,18,38.9,100,19.42
19890731,212,31/07/1989,32.7,13.1,0,6.4,21.2,14.4,29.1,95.6,20.68
19890801,213,1/8/1989,31,16.3,0,7.1,21,13.8,30.7,74.5,21.98
19890802,214,2/8/1989,31.2,14,0,6.7,19.7,14.4,31.7,90.1,20.65
19890803,215,3/8/1989,31.6,13.2,0,7.1,22,13.3,28.6,87.7,20.32
19890804,216,4/8/1989,33.4,13.7,0,6.5,19.9,10.9,21.2,69.6,21.32
19890805,217,5/8/1989,34,13.9,0,5.4,18.7,16.1,30.3,100,21.67
19890806,218,6/8/1989,32.4,18.4,0,6.1,16.4,15.7,32.3,74.2,23.81
19890807,219,7/8/1989,32.9,16,0,7.2,21.6,13.4,26.8,73.7,22.54
19890808,220,8/8/1989,28.8,16.8,0,9.3,21.6,8.6,21.7,45,21.44
19890809,221,9/8/1989,27.1,13.3,0,7.7,22.7,5.9,16.5,38.7,18.64
19890810,222,10/8/1989,27.6,9.2,0,7,22.1,6.6,17.9,56.8,16.32
19890811,223,11/8/1989,29.1,8.2,0,8.5,23.1,9,22.3,82.8,16.28
19890812,224,12/8/1989,29.2,11.8,0,8.5,23.8,6.8,16.8,49.2,18.53
19890813,225,13/08/1989,29.8,13.8,0,6.5,23.2,9.9,23.6,62.8,19.99
19890814,226,14/08/1989,30,11.4,0,6,22.9,8.1,19.1,60.1,18.59
19890815,227,15/08/1989,30.1,12.2,0,8.2,21.8,7.4,17.3,52.1,19.12
19890816,228,16/08/1989,29,8,0,9.6,22.2,4.8,12,44.8,16.12
19890817,229,17/08/1989,27.4,9.1,0,8.2,23.8,5.2,14.2,45,16.18
19890818,230,18/08/1989,27,7.5,0,7.6,23.5,4.4,12.3,42.5,15.04
19890819,231,19/08/1989,31.2,5.7,0,6.8,23.7,4.5,9.9,49.2,15.56
19890820,232,20/08/1989,29.1,5.9,0,6.8,23.8,6.7,16.6,72.2,14.87
19890821,233,21/08/1989,31,8.8,0,7,24.1,9,20,79.5,17.38
19890822,234,22/08/1989,30.8,11.1,0,7.7,23.6,10.2,23,77.2,18.72
19890823,235,23/08/1989,28.7,16,0,10.1,24.6,4.6,11.7,25.3,20.91
19890824,236,24/08/1989,28,9.1,0,7.4,18.3,4,10.6,34.6,16.41
19890825,237,25/08/1989,31,11.9,0,5.9,19.6,8.1,18,58.2,19.29
19890826,238,26/08/1989,33,13,0,6.5,24.1,10.6,21.1,70.8,20.73
19890827,239,27/08/1989,34.5,18.3,0,6.1,22.8,18.8,34.4,89.4,24.56
19890828,240,28/08/1989,35,18.1,0,6.6,23.8,16.9,30.1,81.4,24.64
19890829,241,29/08/1989,35.1,17.9,0,7.5,23.3,19,33.6,92.7,24.55
19890830,242,30/08/1989,35.9,15.9,0,7.7,23.1,15.3,25.9,84.7,23.63
19890831,243,31/08/1989,37,17.6,0,7.9,23.9,18.1,28.8,90,25.1
19890901,244,1/9/1989,36.4,19.1,0,7.4,22.4,20.9,34.4,94.6,25.79
19890902,245,2/9/1989,35.8,20.9,0,8.6,24,20.2,34.4,81.8,26.66
19890903,246,3/9/1989,34.7,18.2,0,11.8,24.5,11.2,20.3,53.6,24.58
19890904,247,4/9/1989,31.5,11.7,0,10.5,26.1,4.5,9.7,32.7,19.36
19890905,248,5/9/1989,33.4,11.5,0,8.3,25.5,5.3,10.3,39.1,19.97
19890906,249,6/9/1989,33.5,17.2,0,8.3,17,14.8,28.6,75.5,23.5
19890907,250,7/9/1989,33.1,14.3,0,6.8,20.9,15,29.7,92.1,21.57
19890908,251,8/9/1989,33.3,14.2,0,7,23.8,17.4,34,100,21.59
19890909,252,9/9/1989,33.5,16.9,0,7,21.4,19.7,38.1,100,23.32
19890910,253,10/9/1989,34.8,16.8,0,6.9,22.7,18.6,33.4,97.3,23.76
19890911,254,11/9/1989,36,16.5,0,8.4,24.6,17.6,29.6,93.8,24.04
19890912,255,12/9/1989,35.6,20.5,0,8.2,22.4,21.7,37.3,90,26.34
19890913,256,13/09/1989,33.9,21.8,0,7.1,21,16.4,31,62.8,26.48
19890914,257,14/09/1989,35.9,17.7,0,8.1,24,12.8,21.7,63.2,24.74
19890915,258,15/09/1989,35.7,18,0,7.9,23.9,20.9,35.8,100,24.84
19890916,259,16/09/1989,36,19.3,0,6.7,24,23.2,39,100,25.76
19890917,260,17/09/1989,37.1,20,0,9.4,24.4,23.2,36.8,99.3,26.61
19890918,261,18/09/1989,37.2,21.2,0,7.1,23.7,24.5,38.6,97.4,27.39
19890919,262,19/09/1989,37.3,21.5,0,8.4,24.8,17.6,27.6,68.7,27.61
19890920,263,20/09/1989,38.6,19.9,0,10,25,18.5,27,79.7,27.13
19890921,264,21/09/1989,38,21.6,0,7.4,22,19.6,29.6,76,27.94
19890922,265,22/09/1989,40,21.2,0,8.1,24.1,21.1,28.6,83.8,28.47
19890923,266,23/09/1989,38.3,23.2,0,6.9,24.4,22.7,33.7,79.9,29.04
19890924,267,24/09/1989,38,23.9,0,8.2,23.7,24.9,37.6,84,29.35
19890925,268,25/09/1989,38.9,23.6,0,8.4,23.7,23.6,33.9,81,29.52
19890926,269,26/09/1989,37.4,23.4,0,9.7,23.7,20.5,32,71.3,28.81
19890927,270,27/09/1989,36.7,19.7,0,9.2,25.8,6.2,10,27,26.27
19890928,271,28/09/1989,36.6,19.9,0,8.4,26.3,15,24.4,64.6,26.36
19890929,272,29/09/1989,37.8,20.9,0,8.6,25,21.4,32.6,86.6,27.44
19890930,273,30/09/1989,37.9,24,0,7.9,23.6,26.2,39.8,87.8,29.38
19891001,274,1/10/1989,36.2,24.9,0,7.8,20.4,26.3,43.8,83.5,29.27
19891002,275,2/10/1989,36.9,23.4,0,7.7,22.6,24.7,39.6,85.9,28.62
19891003,276,3/10/1989,35.9,23.5,0,7.7,23,21,35.5,72.6,28.3
19891004,277,4/10/1989,36.1,23.3,0,7.4,23.1,24.8,41.5,86.7,28.25
19891005,278,5/10/1989,37.3,23.5,0,8.8,23.2,23.5,36.8,81.2,28.84
19891006,279,6/10/1989,38.2,24.2,0,7.8,23.7,22.6,33.7,74.9,29.61
19891007,280,7/10/1989,37.5,25.1,0,7.8,22.5,23.6,36.6,74.1,29.9
19891008,281,8/10/1989,38.6,25.1,0,8.6,25.2,21,30.7,65.9,30.32
19891009,282,9/10/1989,38.8,23.7,0,9.7,25.1,24.4,35.3,83.3,29.54
19891010,283,10/10/1989,39.5,25.1,0,8.5,22.7,24.8,34.5,77.8,30.67
19891011,284,11/10/1989,38.7,25.1,0,7.9,24.8,25,36.3,78.5,30.36
19891012,285,12/10/1989,39,24.8,0,9.6,24,26.1,37.3,83.4,30.29
19891013,286,13/10/1989,37.6,26.1,0,8.8,23.1,23.3,35.9,68.9,30.55
19891014,287,14/10/1989,37.9,26.6,0,8.7,23.7,22.4,34,64.3,30.97
19891015,288,15/10/1989,37.4,23.4,7.2,9.6,23.1,27.3,42.6,94.9,28.81
19891016,289,16/10/1989,36,23.7,13.2,8.8,23.8,20,33.7,68.3,28.46
19891017,290,17/10/1989,38.7,22.4,0,8.4,24.6,26.1,37.9,96.4,28.7
19891018,291,18/10/1989,38.3,25.2,0,8.8,23.4,26.5,39.4,82.7,30.27
19891019,292,19/10/1989,38,25.6,0,8.2,21.9,26.2,39.5,79.8,30.4
19891020,293,20/10/1989,38.4,26.1,0,9.4,24,29.1,43,86.1,30.86
19891021,294,21/10/1989,37.9,26.2,0,8.4,20.8,25.1,38.1,73.8,30.72
19891022,295,22/10/1989,36.9,27.1,0.4,8.6,21.5,28,44.9,78.1,30.89
19891023,296,23/10/1989,38.2,25.3,0.2,9.3,19.2,29.6,44.2,91.8,30.29
19891024,297,24/10/1989,36.1,27,0.2,8.6,11.5,27.8,46.5,78,30.52
19891025,298,25/10/1989,37.4,24.8,3.4,9.5,21.5,29.4,45.8,94,29.67
19891026,299,26/10/1989,37,26.4,0,10.2,23.4,26.3,41.9,76.4,30.5
19891027,300,27/10/1989,38.5,25.5,0,8.7,21.4,24.9,36.6,76.3,30.53
19891028,301,28/10/1989,37.2,25.1,5.2,9.1,18,28.3,44.6,88.8,29.78
19891029,302,29/10/1989,37.6,26.1,1.6,8.3,24.9,26.2,40.4,77.5,30.55
19891030,303,30/10/1989,40,24.4,0,8.5,24.9,27.3,37,89.4,30.43
19891031,304,31/10/1989,38.8,26.3,0,9.2,25.5,27.7,40,81,31.13
19891101,305,1/11/1989,37.8,27.3,0,8.2,24.7,26.5,40.4,73,31.36
19891102,306,2/11/1989,35.5,24.7,6.8,7.7,21.2,29.3,50.7,94.2,28.88
19891103,307,3/11/1989,38.3,25.5,0.4,9.1,24.1,25.3,37.6,77.5,30.45
19891104,308,4/11/1989,38,24.4,0,8.7,23.7,27.6,41.7,90.3,29.66
19891105,309,5/11/1989,38.5,26.4,0,7.9,25.5,26.4,38.8,76.7,31.08
19891106,310,6/11/1989,39.2,26.9,0,9,24,26.2,37.1,73.9,31.66
19891107,311,7/11/1989,36.4,23.7,2.4,9.2,25.9,23.5,38.7,80.2,28.61
19891108,312,8/11/1989,35.9,22.4,0.8,8.6,25,23.6,39.9,87.2,27.62
19891109,313,9/11/1989,37.4,24.6,0,8.3,26.2,27.5,42.9,88.9,29.55
19891110,314,10/11/1989,38.4,22.8,0,9.7,27,26.2,38.7,94.4,28.83
19891111,315,11/11/1989,38.8,22.4,0,7.8,27,26.2,37.9,96.8,28.74
19891112,316,12/11/1989,38.5,21.7,0,8.5,26.9,23.7,34.8,91.3,28.2
19891113,317,13/11/1989,39.6,25.2,0,9.8,26.9,23.7,32.8,74,30.77
19891114,318,14/11/1989,38.7,27.4,0,7.2,26.1,25.1,36.5,68.8,31.77
19891115,319,15/11/1989,38.8,27,0,7.8,23.9,22.4,32.4,62.8,31.56
19891116,320,16/11/1989,38.7,24.8,0,9.5,19.6,29.6,43,94.6,30.18
19891117,321,17/11/1989,38.2,25.8,0,8.5,9.7,28,41.8,84.3,30.6
19891118,322,18/11/1989,38.2,27.3,0,9.6,22.7,28,41.8,77.2,31.52
19891119,323,19/11/1989,30.2,20.4,40.2,7.6,15.5,23.6,55,98.5,24.19
19891120,324,20/11/1989,27.7,20.4,2.6,6,13.6,20,53.9,83.5,23.22
19891121,325,21/11/1989,35.2,20.2,0,8.3,26.3,21.5,37.8,90.9,26
19891122,326,22/11/1989,36.3,21.4,0,8.7,27,23.2,38.4,91.1,27.16
19891123,327,23/11/1989,38.6,22.9,0,9.9,26.6,25.5,37.3,91.4,28.97
19891124,328,24/11/1989,39.6,26.3,0,11,25.7,27.5,38.1,80.4,31.44
19891125,329,25/11/1989,39.1,26.2,0,9.7,26.5,29.3,41.7,86.2,31.19
19891126,330,26/11/1989,38.9,26.8,0,9.1,25.5,29.7,42.7,84.3,31.48
19891127,331,27/11/1989,38,26.5,0.4,9.4,23.6,29.6,44.7,85.5,30.95
19891128,332,28/11/1989,38.3,25,1.8,9.2,24.1,28.1,41.7,88.7,30.14
19891129,333,29/11/1989,39.3,26.9,0,8.6,24.1,28.1,39.5,79.3,31.7
19891130,334,30/11/1989,39.2,25.4,0,9.5,26.5,26.7,37.8,82.3,30.74
19891201,335,1/12/1989,35.9,23.9,18.1,9.4,21.1,28.8,48.7,97.1,28.54
19891202,336,2/12/1989,35.9,25.9,0.4,6.7,16.5,29.6,50.1,88.6,29.77
19891203,337,3/12/1989,35.5,24.3,1.5,6.5,23.8,29.5,51,97.1,28.63
19891204,338,4/12/1989,36.6,24.8,0,7.3,23.7,28.1,45.8,89.8,29.36
19891205,339,5/12/1989,37.3,26.3,0,7.6,21.4,29.5,46.2,86.2,30.55
19891206,340,6/12/1989,36.8,25.7,1.8,6.8,20.4,27.9,44.9,84.5,29.99
19891207,341,7/12/1989,36.8,24.7,2.6,7.3,25.5,27.8,44.8,89.4,29.38
19891208,342,8/12/1989,38,26.8,0,6.7,24.1,25.5,38.5,72.4,31.13
19891209,343,9/12/1989,38.3,26,4.6,7.8,24.8,28.6,42.5,85.1,30.76
19891210,344,10/12/1989,36.7,25.3,3.4,7.6,23.4,28.3,45.8,87.8,29.71
19891211,345,11/12/1989,35.7,24.2,28.6,6.1,22.4,30.2,51.7,100,28.65
19891212,346,12/12/1989,35.7,25.5,0.4,6.2,18.8,29.8,51,91.3,29.44
19891213,347,13/12/1989,32,25,0,4.2,7.9,28.2,59.3,89,27.71
19891214,348,14/12/1989,35.8,24.4,0,5.7,19,29.7,50.5,97.2,28.81
19891215,349,15/12/1989,35.2,24.3,6.8,2.8,22.4,31.2,54.9,100,28.52
19891216,350,16/12/1989,35.6,23.8,0,7.1,21.5,28.7,49.4,97.4,28.36
19891217,351,17/12/1989,37.5,23,0,8,23.8,27.9,43.3,99.3,28.61
19891218,352,18/12/1989,38.2,24.4,0,7.5,25.7,29.8,44.5,97.5,29.74
19891219,353,19/12/1989,37.5,25,0,9.2,25,28.1,43.6,88.7,29.83
19891220,354,20/12/1989,35.2,25.2,0,7,21.5,29.3,51.5,91.4,29.07
19891221,355,21/12/1989,37.4,24.4,6.6,7.8,24.7,25.4,39.6,83.1,29.43
19891222,356,22/12/1989,36.5,24.6,0,8.3,23.5,28.3,46.3,91.5,29.2
19891223,357,23/12/1989,38.1,24.9,0,7.6,26.3,27.6,41.4,87.7,30
19891224,358,24/12/1989,39.1,25.3,0,8.9,26.7,29.5,42,91.5,30.64
19891225,359,25/12/1989,38.4,22.9,0,9.1,24.9,29.4,43.4,100,28.89
19891226,360,26/12/1989,38.2,26.7,0,8.2,24.3,29.8,44.5,85.1,31.15
19891227,361,27/12/1989,37.9,26,0,6,22.5,27.2,41.3,80.9,30.6
19891228,362,28/12/1989,38.8,25.3,0,7.3,24.7,28.4,41.1,88.1,30.52
19891229,363,29/12/1989,39.4,25.9,0,8,24,29.7,41.6,88.9,31.12
